givemoney_SIC_desc; Отправить деньги;X
givemoney_TUR_desc; Отправить деньги;X
givemoney_CAN_desc; Отправить деньги;X
givemoney_COL_desc; Отправить деньги;X
givemoney_QUE_desc; Отправить деньги;X
givemoney_ISH_desc: Отправить деньги;X
givemoney_JPE_desc: Отправить деньги;X
givemoney_CLM_desc; Отправить деньги;X
givemoney_DNF_desc: Отправить деньги;X
givemoney_ANU_desc; Отправить деньги;X
givemoney_LAF_desc; Отправить деньги;X
givemoney_AST_desc; Отправить деньги;X
givemoney_NZL_desc; Отправить деньги;X
givemoney_GCO_desc; Отправить деньги;X
givemoney_ENG_desc; Отправить деньги;X
iron_ore;Железная руда;X
cooper_ore;Медная руда;X
tin_ore;Оловянная руда;X
plumbum_ore;Свинцовая руда;X
nitrogen_ore;Нитраты;X
tin;Олово;X
cooper;Медь;X
lead;Железо;X
engine;Двигатели;X
list;Прокат;X
rubbers;Резина;X
rail;Рельсы;X
pipe;Трубы;X
cast_iron;Чугун;X
bronze;Тяжелая артиллерия;X
uniform;Военная форма;X
iron_iron_factory;Железный обогатитель;X
cooper_cooper_factory;Медный обогатитель;X
lead_lead_factory;Свинцовый обогатитель;X
tin_tin_factory;Оловянный обогатитель;X
bronze_factory;Завод тяжелой артиллерии;X
cast_iron_factory;Чугунолитейный завод;X
pipe_factory;Трубный завод;X
list_factory;Литейно-прокатный завод;X
rail_factory;Рельсовый завод;X
engine_factory;Моторный завод;X
uniform_factory;Фабрика по производству униформы;X
rubbers_factory;Цех вулканизации резины;X
bronze_list_factory;Бронз. литейно-прокатный завод;Х
bronze_pipe_factory;Бронз. трубный завод;Х
canned_fish_factory;Завод рыбных консервов;Х
canned_cattle_factory;Завод мясных консервов;Х
nitrogen_ore_RGO_SIZE;Размер нитратовых шахт;X
tin_ore_RGO_SIZE;Размер оловодобывающих шахт;X
cooper_ore_RGO_SIZE;Размер меднодобывающих шахт;X
plumbum_ore_RGO_SIZE;Размер свинцоводобывающих шахт;X
iron_ore_RGO_SIZE;Размер железодобывающих шахт;X
iron_cooper_factory;Жел. Руда в медь;X
iron_lead_factory;Жел. Руда в свинец;X
iron_nitrogen_factory;Жел. Руда в нитраты;X
cooper_iron_factory;Мед. Руда в железо;X
cooper_sulphur_factory;Мед. Руда в серу;X
cooper_nitrogen_factory;Мед. Руда в нитраты;X
lead_iron_factory;Св. руда в железо;X
lead_tin_factory;Св. руда в олово;X
lead_nitrogen_factory;Св. руда в нитраты;X
tin_iron_factory;Ол. Руда в железо;X
tin_nitrogen_factory;Ол. Руда в нитраты;X
popgrowth; Строительство жилья ;Х
education_global; Строительство школ ;Х
annex_capital;Присоединить метрополию;X
concede_elsass_title;Отказ от Эльзаса;Х
concede_elsass_desc;В нашем положении мы не можем позволить себе прямое столкновение с Францией, которое, скорее всего, приведет нас на край пропасти, но у нас есть возможность избежать этого конфликта, отказавшись от своих претензий на Эльзас-Лотарингия. Да, это больно признавать, но это единственный вариант, который способен обеспечить нам мирное и стабильно развитие. ;Х
EVTNAME91001;Нас взяли в морскую блокаду;X
EVTDESC91001;Стоимость импортных товаров увеличилась в 5 раз;X
EVTOPTA91001;Ужас!;X
EVTNAME91002;Морская блокада снята;X
EVTDESC91002; ;X
EVTOPTA91002;Превосходно!;X
EVTNAME91003;Противник взят в морскую блокаду;X
EVTDESC91003;Стоимость импорта для него увеличилась в 5 раз;X
EVTOPTA91003;Превосходно!;X
EVTNAME91004;Противник прорвал морскую блокаду;X
EVTDESC91004; ;X
EVTOPTA91004;Ужас!;X
new_world_gates;Ворота на Запад;X
Claim_AdminTools_title;Получить права админа;X
Claim_AdminTools_desc;Доступно только для организатора;X
FRA_19300;Северный Бенин;Х
JAP_10880;Куру-миси;Х
russia_rename_sakhalin_title;Переименовать Сахалин;Х
russia_rename_sakhalin_desc; ;Х
japan_rename_sakhalin_title;Переименовать Сахалин;Х
japan_rename_sakhalin_desc; ;Х
russia_rename_kuriles_title;Переименовать Курилы;Х
russia_rename_kuriles_desc; ;Х
japan_rename_kuriles_title;Переименовать Курилы;Х
japan_rename_kuriles_desc; ;Х
admintools_rp_CHI_title;Китай;X
admintools_rp_CHI_desc;100 дней ОИ;X
admintools_bonus_CHI_title;Китай;X
admintools_bonus_CHI_desc;100 дней ОИ;X
admintools_penalty_CHI_title;Китай;X
admintools_penalty_CHI_desc;100 дней ОИ;X
givemoney_CHI_title;Китай;X
givemoney_CHI_desc;Отправить деньги;X
MEC_5440;Шлезвиг(6);Х
CHI_1481;Порт-Артур(2);X
CHI_1606;Порт Цзясин(2);X
CHI_1538;Порт Шанхай(2);X
CHI_1566;Порт Циндао(2);X
CHI_1569;Порт Вэй-хай-вэй(2);X
colinfantry;Линейная пехота;X
EVTNAME96666;Эпоха колониализма;X
EVTDESC96666;Техническое, военное, и культурное превосходство западной цивилизации над остальным миром достигло небывалого отрыва. Теперь никто не в праве мешать нам нести просвещение и технологию в отсталые страны. Цивилизаторская миссия началась. ;X
EVTOPTA96666;Пришло время расширяться!;X
badboy_off;Эпоха колониализма;X
LAF_conservative; Прогрессистская партия;X
LAF_liberal;Прогрессивно-республиканская партия;X
LAF_reactionary;Партия национальной мобилизации;X
LAF_anarcho_liberal;Либертарианская партия;X
LAF_socialist;Демократическая рабочая партия;X
LAF_communist;Партия социализма и свободы;X
LAF_fascist;Интегралисты;X
LAF;Южноамериканская Федерация;X
LAF_presidential_dictatorship;Южноамериканская Федерация;X
LAF_bourgeois_dictatorship;Южноамериканская Федерация;X
LAF_fascist_dictatorship;Южноамериканский Союз;X
LAF_democracy;Южноамериканская Федерация;X
LAF_absolute_monarchy;Южноамериканская Империя;X
LAF_hms_government;Южноамериканская Империя;X
LAF_proletarian_dictatorship;Южноамериканская Республика;X
LAF_ADJ;Латинск.;X
ANU;Андский Союз;X
ANU_ADJ;Латинск.;X
united_andes_title;Провозгласить Андский Союз;X
united_south_america_title;Провозгласить ЮАФ;X
united_south_america_desc;Начнётся война за объединение;X
laf_cores_title;Претензии на Гайану и Фолкленды;X
united_andes_desc; ;X
united_south_america_desc; ;X
laf_cores_desc; ;X
PRU_5462;Восточная Померания;X
JAP_16552;Вакаяма(24М);X
JAP_16402;Сикоку(24М);X
JAP_16492;Канто(24М);X
JAP_16752;Токай(24М);X
move_capital_to_tokyo_title;Указ о реставрации Императорского правления;X
move_capital_to_tokyo_desc; ;X
japan_rename_korea_title;Создать генерал-губернаторство Чосэн;X
japan_rename_korea_desc; ;X
korean_assimilation;Ассимиляция Кореи;Х
HAM_5280;Гельголанд;Х
AUS_6330;Карпаты(12М);X
AUS_6250;Судеты(18м);X
ENG_19560;Камерун(2);X
FRA_19310;Кросс(2);X
FRA_18080;Северный Хаусаленд(2);X
EVTNAME100003;Мобилизация!;X
EVTDESC100003;Для победы в гражданской войне на Южноамериканском континенте нам требуются все доступные силы.;X
EVTOPTA100003;Ура!;X
EVTNAME99999;Война;X
EVTDESC99999;Бразилия не собирается присоединяться к нашей державе!;X
EVTOPTA99999;Остаётся только один выход;X
trade_reboot_title;Перезагрузить торговлю;X
trade_reboot_desc;Для всех стран будут откачены торговые переменные, все сделки будут обнулены;X
army_training;Обучение солдат ;X
no_traning;Нет подготовки ;X
little_traning;Минимаьная подготовка ;X
medium_traning;Начальная подготовка ;X
advanced_traning;Продвинутая подготовка ;X
officers_training;Обучение офицеров ;X
minimal_officers_training;Минимальная подготовка ;X
average_officers_training;Начальная подготовка ;X
medium_officers_training;Продвинутая подготовка ;X
advanced_officers_traning;Комплексная подготовка ;X
army_doctrines;Доктрина ;X
org_power;Ставка на решающее сражение ;X
neutrality_power;Сбалансированная ;X
reg_power;Ставка на истощение ;X
state_power;Устройство ;X
hehemony_power;Гегемония ;X
empire_power;Империя ;X
unitary_power;Унитарное государство ;X
federation_power;Федерация ;X
army_doctrine_1;Эластичная оборона;X
army_doctrine_2;Контратака;X
light_armament_1;Нарезные стволы ;X
light_armament_2;Универсализация винтовок ;X
heavy_armament_1;Стальные гаубицы ;X
heavy_armament_2;Сверхтяжёлые орудия ;X
military_science_1;Учет военнопленных ;X
military_science_2;Военные игры ;X
army_leadership_1;Карьера в армии ;X
army_leadership_2;Военные госпитали ;X
naval_doctrine_1;Ставка на малые корабли ;X
naval_doctrine_2;Ставка на крупные корабли ;X
ship_construction_1;Винтовая турбина ;X
ship_construction_2;Концепция дредноута ;X
naval_engineering_1;Стальная обшивка ;X
naval_engineering_2;Орудийные башни ;X
naval_science_1;Использование телеграфа ;X
naval_science_2;Мобильные госпитали ;X
naval_leadership_1;Карьера во флоте ;X
naval_leadership_2;Морские учения ;X
financial_institutions_1;Структуризация налогооблажения ;X
financial_institutions_2;Оффшорная политика ;X
monetary_system_1;Валютные биржи ;X
monetary_system_2;Плавающий курс ;X
economic_thought_and_critique_1;Модель равновесной динамики ;X
economic_thought_and_critique_2;Общество потребления ;X
market_functionality_1;Акционерное общество ;X
market_functionality_2;Международная торговля ;X
tech_organization_1;Трастовые фонды ;X
tech_organization_2;Теория производства ;X
aesthetics_1;Пуантилизм;X
aesthetics_2;Модерн;X
philosophy_1;Дуализм;X
philosophy_2;Релятивизм;X
social_thought_1;Марксизм;X
social_thought_2;Моральный релятивизм;X
political_thought_1;Колониализм;X
political_thought_2;Империализм;X
psychology_1;Интроспекция;X
psychology_2;Метапсихология;X
FRA_absolute_monarchy;Французская Империя;X
FRA_hms_government;Франция;X
FRA_proletarian_dictatorship;Французская Коммуна;X
FRA_presidential_dictatorship;Франция;X
FRA_bourgeois_dictatorship;Франция;X
FRA_fascist_dictatorship;Вишистская Франция;X
FRA_democracy;Франция;X
TUR_fascist_dictatorship;Турецкая Империя;X
TUR_proletarian_dictatorship;Османская Республика;X
JAP_absolute_monarchy;Япония;X
JAP_hms_government;Япония;X
JAP_proletarian_dictatorship;Японский Союз;X
JAP_presidential_dictatorship;Япония;X
JAP_bourgeois_dictatorship;Япония;X
JAP_fascist_dictatorship;Японская Империя;X
JAP_democracy;Японcкая республика;X
GER_fascist_dictatorship;Третий Рейх;X
WEL;Уэльс;X
KAZ;Казахское ханство;X
boreal_forest;Заснеженный лес;X
semi_desert;Полупустыня;X
hilly_grassland;Холмистая степь;X
scottish;Шотландцы;X
welsh;Валлийцы;X
PRU_6822;Верхняя Силезия(8М);X
ENG_0263;Коннахт;X
liberal_rebels_title;Либералы;X
liberal_rebels_name;Либералы;X
JAP;Японская империя;X
USA;Соединённые Штаты Америки;X
CSA;Конфедеративные Штаты Америки;X
ENG_fascist_dictatorship;Британская Республика;X
absolute_monarchy_ruler;Император;X
prussian_constitutionalism_ruler;Император;X
artisans;Ремесленники;X
clergymen;Учителя;X
craftsmen;Пролетарии;X
PROV313;г.Осло;X
PROV1086;Маока;X
PROV1087;Томари-Анива;X
PROV1088;Пара-мосири;X
PROV1089;Этороп;X
PROV1469;Тува;X
PROV2617;Уссури;X
USA_81;Айдахо-Орегон(6);X
USA_116;Монтана-Вайоминг(6);X
USA_118;Дакота(6);X
USA_126;Канзас-Небраска(6);X
USA_144;Арканзас-Оклахома(6);X
USA_158;Миннесота-Айова(6);X
USA_162;Висконсин-Мичиган(6);X
ENG_22;Внутренняя Канада(4);X
FRA_1919;Котону(6);X
AUS_612;Южная Австрия(24М);X
AUS_771;Словения-Хорватия(12М);X
MEX_100;Аризона-Мексико(6);X
ENG_263;Ленстер(18М);X
AUS_768;Карловац(18М);X
PRU_546;Западная Померания(12М);X
ENG_43;Северные территории(4);X
RUS_1069;Сибирь(8);X
RUS_2590;Дальний Восток(8);X
MEC_544;Гольштейн(6М);X
immigration1;Эмиграция;X
currency_issue_start_title;Объявить эмиссию валюты;X
currency_devaluation_start_title;Объявить девальвацию валюты;X
currency_issue_start_desc; ;X
currency_devaluation_start_desc; ;X
EVTNAME100100;Эмиссия;X
EVTDESC100100;Выберите объем;X
EVTOPTA100100;10% ВВП;X
EVTOPTB100100;25% ВВП;X
EVTOPTC100100;50% ВВП;X
EVTNAME100101;Девальвация;X
EVTDESC100101;Выберите объем;X
EVTOPTA100101;10% ВВП;X
EVTOPTB100101;25% ВВП;X
EVTOPTC100101;50% ВВП;X
EVTNAME100102;Небольшая эмиссия;X
EVTDESC100102;Первая стадия;X
EVTNAME100103;Небольшая эмиссия;X
EVTDESC100103;Вторая стадия;X
EVTNAME100104;Небольшая эмиссия;X
EVTDESC100104;Третья стадия;X
EVTNAME100105;Средняя эмиссия;X
EVTDESC100105;Первая стадия;X
EVTNAME100106;Средняя эмиссия;X
EVTDESC100106;Вторая стадия;X
EVTNAME100107;Средняя эмиссия;X
EVTDESC100107;Третья стадия;X
EVTNAME100108;Крупная эмиссия;X
EVTDESC100108;Первая стадия;X
EVTNAME100109;Крупная эмиссия;X
EVTDESC100109;Вторая стадия;X
EVTNAME100110;Крупная эмиссия;X
EVTDESC100110;Третья стадия;X
EVTNAME100111;Небольшая девальвация;X
EVTDESC100111;Первая стадия;X
EVTNAME100112;Небольшая девальвация;X
EVTDESC100112;Вторая стадия;X
EVTNAME100113;Небольшая девальвация;X
EVTDESC100113;Третья стадия;X
EVTNAME100114;Средняя девальвация;X
EVTDESC100114;Первая стадия;X
EVTNAME100115;Средняя девальвация;X
EVTDESC100115;Вторая стадия;X
EVTNAME100116;Средняя девальвация;X
EVTDESC100116;Третья стадия;X
EVTNAME100117;Крупная девальвация;X
EVTDESC100117;Первая стадия;X
EVTNAME100118;Крупная девальвация;X
EVTDESC100118;Вторая стадия;X
EVTNAME100119;Крупная девальвация;X
EVTDESC100119;Третья стадия;X
EVTNAME100120;Денежная реформа завершена;X
EVTDESC100120; ;X
is_vassal_state;Сателлит ;X
extremely_low_cost_of_production;Крайне низкая себестоимость производства;X
lowest_cost_of_production;Очень низкая себестоимость производства;X
lower_cost_of_production;Довольно низкая себестоимость производства;X
low_cost_of_production;Низкая себестоимость производства;X
medium_cost_of_production;Средняя себестоимость производства;X
high_cost_of_production;Высокая себестоимость производства;X
higher_cost_of_production;Довольно высокая себестоимость производства;X
veryhigh_cost_of_production;Очень высокая себестоимость производства;X
highest_cost_of_production;Крайне высокая себестоимость производства;X
extremely_high_cost_of_production;Высочайшая себестоимость производства;X
reform_cutoff;Нерф медреформ;X
reform_trinket_cutoff_10;Нерф медреформ - 10;X
reform_trinket_cutoff_15;Нерф медреформ - 15;X
reform_trinket_cutoff_20;Нерф медреформ - 20;X
reform_trinket_cutoff_25;Нерф медреформ - 25;X
reform_trinket_cutoff_30;Нерф медреформ - 30;X
reform_trinket_cutoff_32;Нерф медреформ - 32;X
reform_trinket_cutoff_35;Нерф медреформ - 35;X
reform_low_cutoff_10;Нерф медреформ - 10;X
reform_low_cutoff_15;Нерф медреформ - 15;X
reform_low_cutoff_20;Нерф медреформ - 20;X
reform_low_cutoff_25;Нерф медреформ - 25;X
reform_low_cutoff_30;Нерф медреформ - 30;X
reform_low_cutoff_32;Нерф медреформ - 32;X
reform_low_cutoff_35;Нерф медреформ - 35;X
reform_acceptable_cutoff_10;Нерф медреформ - 10;X
reform_acceptable_cutoff_15;Нерф медреформ - 15;X
reform_acceptable_cutoff_20;Нерф медреформ - 20;X
reform_acceptable_cutoff_25;Нерф медреформ - 25;X
reform_acceptable_cutoff_30;Нерф медреформ - 30;X
reform_acceptable_cutoff_32;Нерф медреформ - 32;X
reform_acceptable_cutoff_35;Нерф медреформ - 35;X
reform_good_cutoff_10;Нерф медреформ - 10;X
reform_good_cutoff_15;Нерф медреформ - 15;X
reform_good_cutoff_20;Нерф медреформ - 20;X
reform_good_cutoff_25;Нерф медреформ - 25;X
reform_good_cutoff_30;Нерф медреформ - 30;X
reform_good_cutoff_32;Нерф медреформ - 32;X
reform_good_cutoff_35;Нерф медреформ - 35;X
laf_mobilization;Мобилизация;X
patriots;Восстание националистов;X
ire_disaster;Картофельный голод;X
extremely_low_immigration;Крайне низкая иммиграция;X
lower_immigration;Очень низкая иммиграция;X
low_immigration;Низкая иммиграция;X
medium_immigration;Средняя иммиграция;X
high_immigration;Высокая иммиграция;X
higher_immigration;Очень высокая иммиграция;X
extremely_high_immigration;Крайне высокая иммиграция;X
highest_immigration;Высочайшая иммиграция;X
issue_little_stage1;Эмиссия - 1 стадия;X
issue_little_stage2;Эмиссия - 2 стадия;X
issue_little_stage3;Эмиссия - 3 стадия;X
issue_average_stage1;Эмиссия - 1 стадия;X
issue_average_stage2;Эмиссия - 2 стадия;X
issue_average_stage3;Эмиссия - 3 стадия;X
issue_average_stage4;Эмиссия - 4 стадия;X
issue_large_stage1;Эмиссия - 1 стадия;X
issue_large_stage2;Эмиссия - 2 стадия;X
issue_large_stage3;Эмиссия - 3 стадия;X
issue_large_stage4;Эмиссия - 4 стадия;X
devaluation_little_stage1;Девальвация - 1 стадия;X
devaluation_little_stage2;Девальвация - 2 стадия;X
devaluation_little_stage3;Девальвация - 3 стадия;X
devaluation_average_stage1;Девальвация - 1 стадия;X
devaluation_average_stage2;Девальвация - 2 стадия;X
devaluation_average_stage3;Девальвация - 3 стадия;X
devaluation_average_stage4;Девальвация - 4 стадия;X
devaluation_large_stage1;Девальвация - 1 стадия;X
devaluation_large_stage2;Девальвация - 2 стадия;X
devaluation_large_stage3;Девальвация - 3 стадия;X
devaluation_large_stage4;Девальвация - 4 стадия;X
social_reformed_nation;Социалистическое государство;X
own_panama_canal;Панамский канал ;X
own_suez_canal;Суэцкий канал ;X
conscription;Воинская повинность ;X
conscription_desc;;X
recruiting;Рекрутская повинность;X
10_years_draft;Призыв на 10 лет;X
7_years_draft;Призыв на 7 лет;X
4_years_draft;Призыв на 4 года;X
1_years_draft;Призыв на 1 год;X
no_draft;Контрактная армия;X
minorities;Меньшинства;X
minorities_desc;Отношение к непризнанным культурам;X
apartheid;Апартеид;X
apartheid_desc;Меньшинства относятся к людям второго сорта;X
reservations;Резервации;X
reservations_desc;Негражданам запрещено жить рядом с гражданами;X
same_rules;Равноправие;X
same_rules_desc;Представители всех национальностей имеют равные права;X
protected;Защита меньшинств;X
protected_desc;Толерантность к чужим культурным особенностям;X
debt_law;Долговые обязательства;X
debt_law_desc;Отношение к должникам в стране;X
serfdom;Пожизненная обязанность;X
serfdom_desc;Не имея возможности выплатить долг, гражданин становится крепостным по отношению к кредитору;X
peonage;Кабала;X
peonage_desc;Не имея возможности выплатить долг, гражданин обязан служить кредитору вплоть до его смерти;X
debtors_prisons;Долговые тюрьмы;X
debtors_prisons_desc;Должники преследуются уголовно;X
bankruptcy;Банкротство;X
bankruptcy_desc;Должники защищены на законодательном уровне;X
migration_law;Внутренняя миграция;X
migration_law_desc;Миграционная политика по отношению к населению;X
only_high_strata_migration;Только элита;X
only_high_strata_migration_desc;Только высшие слои населения имеют право свободно изменять место жительства;X
mid_and_high_strata_migration;Обеспеченные классы;X
mid_and_high_strata_migration_desc;Только обеспеченные слои населения имеют право свободно изменять место жительства;X
all_strata_migration;Все население имеет право свободно изменять место жительства;X
all_strata_migration_desc;Все население;X
annex_one_state_short;Присоединить державу $RECIPIENT$;X
annex_one_state_setup;Присоединение державы $RECIPIENT$;X
annex_capital_short;Присоединение региона $STATE$;X
free_peoples_player_short;;Передача региона $STATE$ державе $THIRD$;X
annex_south_china_region_short;Присоединить регион $STATE$;X
annex_north_china_region_short;Присоединить регион $STATE$;X
acquire_core_state_ai_short;Присоединение региона $STATE$;X
annex_capital_player_short;Присоединение региона $STATE$;X
annex_core_country_ai;Присоединение державы $RECIPIENT$;X
annex_capital_setup;Захватить регион $STATE$ у державы $RECIPIENT$.;X
human_state_short;Присоединение региона $STATE$;X
human_state_setup;Захватить регион $STATE$ у державы $RECIPIENT$.;X
human_colony_short;Присоединение региона $STATE$;X
human_colony_setup;Захватить регион $STATE$ у державы $RECIPIENT$.;X
annex_krakov_short;Присоединить державу $RECIPIENT$;X
annex_krakov_setup;Присоединение державы $RECIPIENT$;X
annex_montenegro_short;Присоединить державу $RECIPIENT$;X
annex_montenegro_setup;Присоединение державы $RECIPIENT$;X
reparations_short;Репарации от державы $RECIPIENT$;X
reparations_setup;Заставить выплатить репарации державу $RECIPIENT$;X
acquire_state_short;Присоединение региона $STATE$;X
acquire_state_setup;Захватить регион $STATE$ у державы $RECIPIENT$.;X
conscription_back_1year_title;Увеличить срок военной службы ;X
conscription_back_4years_title;Увеличить срок военной службы ;X
conscription_back_7years_title;Увеличить срок военной службы ;X
conscription_back_10years_title;Увеличить срок военной службы ;X
conscription_back_1year_desc; ;X
conscription_back_4years_desc; ;X
conscription_back_7years_desc; ;X
conscription_back_10years_desc; ;X
acquire_port_china;Захватить китайский порт;X
acquire_port_china_short;Присоединение региона $STATE$;X
acquire_port_china_setup;Захватить регион $STATE$ у державы $RECIPIENT$;X
acquire_state_china;Захватить китайский регион;X
acquire_state_china_short;Присоединение региона $STATE$;X
acquire_state_china_setup;Захватить регион $STATE$ у державы $RECIPIENT$;X
colony_100k; Захват колонии(<100k pops);X
colony_100k_short;Присоединение региона $STATE$;X
colony_100k_setup;Захватить регион $STATE$ у державы $RECIPIENT$;X
state_100k; Захват региона(<100k pops);X
state_100k_short;Присоединение региона $STATE$;X
state_100k_setup;Захватить регион $STATE$ у державы $RECIPIENT$;X
install_fascism_gov_cb;Экспорт фашизма;X
install_fascism_gov_cb_short;Экспорт фашизма;X
install_fascism_gov_cb_setup;Провозгласить демократическое правительство;X
install_democracy_gov_cb;Экспорт демократии;X
install_democracy_gov_cb_short;Экспорт демократии;X
install_democracy_gov_cb_setup;Провозгласить фашистское правительство;X
switch_to_japanese_tech_title;Японская тех. школа;X
switch_to_japanese_tech_desc; ;X
switch_to_german_tech_title;Немецкая тех. школа;X
switch_to_german_tech_desc; ;X
industrial_boom_title;Начальная стадия развития промышленности;X
industrial_boom_desc; ;X
industrial_boom_2_title;Вторая стадия развития промышленности;X
industrial_boom_2_desc; ;X
industrial_boom_3_title;Третья стадия развития промышленности;X
industrial_boom_3_desc; ;X
industrial_boom_4_title;Четвертая стадия развития промышленности;X
industrial_boom_4_desc; ;X
industrial_boom_5_title;Пятая стадия развития промышленности;X
industrial_boom_5_desc; ;X
politics_des_on_title;Открыть окно развития промышленности;X
politics_des_on_desc; ;X
politics_des_off_title;Закрыть окно развития промышленности;X
politics_des_off_desc; ;X
research_projects_title;Начальный уровень поддержки науки;X
research_projects_desc; ;X
research_projects_2_title;Второй уровень поддержки науки;X
research_projects_2_desc; ;X
research_projects_3_title;Третий уровень поддержки науки;X
research_projects_3_desc; ;X
research_projects_4_title;Четвертый уровень поддержки науки;X
research_projects_4_desc; ;X
research_projects_5_title;Пятый уровень поддержки науки;X
research_projects_5_desc; ;X
projects_des_on_title;Открыть окно поддержки науки;X
projects_des_on_desc; ;X
projects_des_off_title;Закрыть окно;X
projects_des_off_desc; ;X
annex_luxemburg_title;Аннексия Люксембурга;X
annex_luxemburg_desc;В Люксембурге половину населения составляют французы, а это значит, что мы можем использовать это в качестве предлога для проведения мирной аннексии этого карлика, ведь никто даже и не вспомнит об этой стране, верно?;X
zemstvo_reform_title;Земская реформа;X
zemstvo_reform_desc;Проект земской реформы разрабатывался с 1859 года комиссией при министерстве внутренних дел (председатель Н. А. Милютин, с 1861 года — П. А. Валуев). Реформаторы стремились заменить систему бюрократического управления в областных учреждениях, при которой областная жизнь управлялась директивами из центра, что вело к ошибочным и запоздалым решениям. Главным аргументом в поддержку реформы было убеждение, что местные условия хорошо знают только постоянные жители региона, а посылаемые чиновники точно осуществляют программу, полученную в центре, без учёта местной специфики. «Положение» 1864 года отразило различные интересы дворянских группировок.;X
move_capital_to_moscow_title;Перенесение столицы в Москву;X
move_capital_to_moscow_desc;Петр I допустил невероятную стратегическую ошибку, перенеся столицу такой огромной страны прямо на побережье. Любая война с Западными странами ставит под удар безопасность нашей столицы, что просто непозволительно. Мы обязаны исправить ошибку наших предков дабы обеспечить безопасность Отечества!;X
rename_st_petersburg_title;Переименование Санкт-Петербурга;X
rename_st_petersburg_desc;Наша столица носит безусловно красивое, но в то же время немецкое название. У нашей родины есть своя культура, которая ничем не уступает нашему западному соседу! Пришло время сменить название города, которое будет близко русскому духу.;X
nv_british_stoicism;Владычица морей;X
nv_patriotism;Православие, Царь, Отечество!;X
nv_american_neutrality;Колыбель демократии;X
nv_prussia;Прусские традиции;X
nv_austria;Наследие Габсбургов;X
nv_italy;Новый Рим;X
